,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,team_mate_handbrake
0,174,0,False,True,1,5036.43698560542,21.93000030517578,179.99000549316406,103.66000366210938,3232.7999877929688,28545.30029296875,1611.6999816894531,-3889.2001342773438,913.7000274658203,-4476.400146484375,1.0,0.02038856318761829,0.31395686203060436,0.2740809005995263,6027801658609308162,i_Lewis10_i,8.0,-2.440000057220459,-105.66000366210938,78.5,4642.5,22383.798828125,2532.2000122070312,793.8999938964844,-2110.0,3468.2000732421875,230.0,128.0,,0.028971765025205164,1.7889207661519142,-0.1544755061548281,True,6,5,False,22.925617056508216,True,,2535418108134538,Duff On Ket,7.0,-0.6399999856948853,-2124.0,46.130001068115234,-0.0,15709.000244140625,-2677.60009765625,-1632.5999450683594,-53.29999923706055,37.10000038146973,255.0,128.0,0.17750902617089181,1.553350718500509,0.008558587510635152,True,116.0,False,4,4,False,,enpitsu,76561198039309853,24,-0.0,3033.570068359375,17.049999237060547,-0.0,-6724.000244140625,2.5999999046325684,-1.0000000149011612,-0.0,0.0,255.0,255.0,,-0.016792554048664296,-1.5707752440494527,-2.3623645329238e-07,True,False,False,False,116.0,False,,games5425898691,bf81d8692db,18.0,-0.8600000143051147,496.3399963378906,70.79000091552734,-26.90000057220459,-22800.70068359375,2912.0001220703125,4777.699890136719,-13.09999942779541,-15.700000524520874,128.0,128.0,,-0.13161095167109377,-1.5675304955635394,-0.00010053189716040696,True,31.0,False,4,3,False,,
1,175,0,False,False,0,5400.562123263244,-39.7400016784668,-192.25,140.77999877929688,-11281.500244140625,3236.6000366210938,8222.999877929688,4767.0001220703125,716.9000244140625,3572.2000122070312,0.0,0.0607261808901527,-0.1775466474940498,0.5876728162260918,bf81d8692db,games5425898691,18.0,0.4699999988079071,-316.54998779296875,90.91999816894531,-337.2999954223633,17055.400390625,1491.9000244140625,-4638.999938964844,-1615.2999877929688,2473.699951171875,128.0,130.0,,0.8003191530920672,1.644943068330564,-0.09955360720694341,True,4,3,False,31.0,False,,76561198039309853,enpitsu,24.0,0.0,-2986.530029296875,17.049999237060547,0.0,7311.500244140625,2.5999999046325684,0.7000000029802322,0.0,0.0,255.0,255.0,0.016700997939493475,1.570774477373452,-2.4226578640790356e-07,True,116.0,False,False,False,False,,Duff On Ket,2535418108134538,7,0.949999988079071,1992.8800048828125,22.459999084472656,135.600004196167,-15739.200439453125,-2535.800018310547,1834.9000549316406,273.4000015258789,-97.20000267028809,255.0,128.0,,-0.0385570848202004,-1.554503689327654,0.0021125357886432293,True,4,False,4,116.0,False,,i_Lewis10_i,6027801658609308162,8.0,2.440000057220459,105.66000366210938,78.5,-4642.5,-22383.798828125,2532.2000122070312,-793.8999938964844,2110.0,3468.2000732421875,230.0,128.0,,-0.028971765025205164,-1.7889207661519142,-0.1544755061548281,True,19.799492195088373,True,6,5,False,,
2,321,5,False,False,1,2526.214856082629,1008.02001953125,2616.27001953125,682.0999755859375,-13876.8994140625,8885.700073242188,-4721.7999267578125,-2594.2999267578125,-5399.000244140625,345.49999237060547,1.0,0.2759169432656188,2.934867221629811,-2.1763577265765717,2535418108134538,Duff On Ket,7.0,1123.760009765625,2478.52001953125,637.1699829101562,-276.70000076293945,14478.1005859375,4705.400085449219,239.59999084472656,-105.39999961853027,47.89999961853027,255.0,128.0,,1.3283507318653731,-0.30188605708705624,-1.801638714664017,,6,4,False,7.0,False,,6027801658609308162,i_Lewis10_i,6.0,3354.989990234375,4167.72998046875,17.020000457763672,-14154.69970703125,6224.1998291015625,1.1999999731779099,3.4999999403953552,-1.7000000178813934,1779.2999267578125,255.0,202.0,-0.009585611710013656,0.36171439700135516,0.00020510514998352302,True,9.0,False,8,8,False,,enpitsu,76561198039309853,24,978.52001953125,2797.889892578125,567.1199951171875,3582.60009765625,-7385.999755859375,5545.0,3990.7000732421875,116.80000305175781,220.79999923706055,255.0,128.0,,1.0809835476481935,1.4376587195889492,3.0190355945402194,True,2,False,1,0.0,False,,games5425898691,bf81d8692db,19.0,-3715.43994140625,3062.52001953125,16.90999984741211,7682.2998046875,21494.7998046875,24.600000381469727,10.700000524520874,50.19999980926514,-97.70000457763672,255.0,128.0,,-0.009158448309243313,1.9252992837173066,-0.0028729722731283035,True,150.0,False,6,6,False,,
3,323,5,False,False,0,7774.959501255255,-913.4400024414062,-2634.93994140625,657.77001953125,16903.00048828125,10195.0,-1177.6000213623047,-2160.800018310547,2338.000030517578,-5085.5999755859375,0.0,-0.5684339650354374,-3.0860109121999604,-2.272494337708847,76561198039309853,enpitsu,24.0,-1007.969970703125,-2739.010009765625,610.5800170898438,-3071.300048828125,5096.7999267578125,4493.0999755859375,-439.3000030517578,1077.2000122070312,-5375.4998779296875,255.0,128.0,,-1.4852141096135447,0.3878611968047111,1.0921889999639984,True,2,1,False,0.0,False,,bf81d8692db,games5425898691,19.0,3641.570068359375,-3258.169921875,17.010000228881836,-8552.999877929688,-21126.0009765625,3.799999952316284,-1.7000000178813934,-8.700000047683716,-1144.3000030517578,255.0,0.0,0.00948008623613306,-1.970194587934106,-0.0007355579631485721,True,150.0,False,6,6,False,,Duff On Ket,2535418108134538,7,-1129.6500244140625,-2587.52001953125,670.0599975585938,-1330.8999633789062,-10733.00048828125,3039.7000122070312,-2305.7000732421875,111.09999656677246,4789.200134277344,254.0,128.0,,-1.0972615198433506,1.3211801497746758,-2.340415864956305,,6,False,4,7.0,False,,i_Lewis10_i,6027801658609308162,6.0,-3234.739990234375,-4212.740234375,17.020000457763672,14628.00048828125,-4730.10009765625,0.7999999821186066,0.0,0.0,825.1000213623047,255.0,169.0,,0.009594195089871112,-0.2706180516674757,-0.00011379964657411358,True,255.0,False,8,8,False,40.0,
4,404,8,False,False,0,6630.9831931210465,3087.780029296875,-160.88999938964844,151.55999755859375,-3050.2999877929688,19484.89990234375,6902.2998046875,1489.7000122070312,2021.300048828125,5449.1998291015625,0.0,0.401147173127341,-2.7819805865331553,3.0399423691608103,bf81d8692db,games5425898691,19.0,3167.1201171875,-415.5799865722656,48.84000015258789,3705.2999877929688,22429.09912109375,3493.0999755859375,-509.00001525878906,105.60000419616699,-344.1999816894531,255.0,128.0,,0.022646630299441833,1.3680228122923739,0.00030342275022872655,True,8,6,False,106.0,False,,76561198039309853,enpitsu,24.0,-2149.919921875,-1096.5999755859375,17.049999237060547,-8670.10009765625,7916.099853515625,2.5999999046325684,-0.29999999329447746,0.19999999552965164,12.599999904632568,255.0,128.0,0.01670860604481452,2.403273937354354,-3.785455850809757e-05,False,15.281987272283082,True,2,2,False,,Duff On Ket,2535418108134538,7,-1349.760009765625,-5011.7099609375,32.290000915527344,3030.2999877929688,1791.6999816894531,-643.1999969482422,2206.3999938964844,904.1999816894531,1935.0999450683594,254.0,255.0,,0.12057975153133561,0.44990922309778064,-0.4505765210265366,True,6,False,4,0.0,False,,i_Lewis10_i,6027801658609308162,6.0,-776.6099853515625,468.19000244140625,16.899999618530273,5094.200134277344,22428.701171875,22.40000009536743,1.7000000178813934,-0.09999999776482582,-433.10001373291016,255.0,128.0,False,0.009692938359004933,1.3141155085743228,0.00017997070383493004,True,118.44118739199891,True,10,10,False,,
5,464,10,False,False,0,3539.8402603405075,2443.169921875,3965.090087890625,94.12999725341797,-1887.8999328613281,14237.7001953125,4362.5,-5184.6002197265625,-323.4000015258789,3002.39990234375,0.0,0.267618270750366,-2.310571830793271,2.8804997123417593,bf81d8692db,games5425898691,19.0,2427.22998046875,3662.010009765625,107.7699966430664,-19373.499755859375,12267.2998046875,-160.0,-2903.900146484375,-4670.10009765625,-80.9000015258789,255.0,77.0,,1.286115165229085,-0.5059612465861448,-3.0722999372624855,True,10,9,False,33.0,False,,76561198039309853,enpitsu,24.0,-2745.929931640625,1261.7900390625,17.049999237060547,13963.900146484375,13781.800537109375,2.5,-0.19999999552965164,-0.3999999910593033,-0.09999999776482582,255.0,128.0,0.016795489322669586,0.7787997997953072,4.0175947575207773e-05,True,198.0,False,2,2,False,,Duff On Ket,2535418108134538,7,-596.5,-2581.0,16.5,7675.3997802734375,11771.300048828125,101.70000076293945,-10.0,3.6000001430511475,-146.99999809265137,255.0,128.0,,0.008931538619585804,0.9654233109450482,-3.964589951067146e-05,True,8,False,6,31.0,False,,i_Lewis10_i,6027801658609308162,6.0,1994.219970703125,4000.419921875,87.20999908447266,22820.30029296875,-951.6000366210938,2636.400146484375,4569.5001220703125,3023.800048828125,-475.40000915527344,184.0,3.0,False,0.1726444556772969,0.19312655273063276,0.34038838233074953,True,67.0,False,12,11,False,,False
6,467,10,False,False,1,9811.657752716997,-2440.800048828125,-4086.830078125,127.04000091552734,-22260.50048828125,-22594.29931640625,5610.9002685546875,1153.3000183105469,982.6000213623047,5805.4998779296875,1.0,0.05460765491469998,1.9079219680253512,-3.124756798649192,6027801658609308162,i_Lewis10_i,6.0,-2184.510009765625,-3992.52001953125,106.66999816894531,-22846.0009765625,944.5999908447266,2086.7999267578125,-4641.600036621094,-2944.7000122070312,-183.60000610351562,193.0,8.0,False,-0.3720232844079163,-0.34148785552217215,0.9735118572442794,True,12,11,False,67.0,False,,2535418108134538,Duff On Ket,7.0,530.6900024414062,2483.919921875,16.93000030517578,-8010.999755859375,-11588.1005859375,22.799999713897705,2.0999999344348907,-2.0000000298023224,-41.90000057220459,254.0,128.0,-0.009408472631732195,-0.9588156506556615,-2.7852775569864845e-05,True,31.0,False,8,6,False,,enpitsu,76561198039309853,24,2532.47998046875,-1463.800048828125,17.049999237060547,-14644.300537109375,-12980.50048828125,2.7000001072883606,-3.3000001311302185,-2.8999999165534973,-578.4000015258789,255.0,128.0,False,-0.016776819984558905,-0.6986805591456,-1.487788550850813e-05,True,2,False,2,198.0,False,,games5425898691,bf81d8692db,19.0,-2104.840087890625,-3866.169921875,105.01000213623047,19305.400390625,-12225.30029296875,-158.50000381469727,2937.6998901367188,4647.200012207031,-151.49999618530273,255.0,128.0,,-0.08080613432032271,0.5614892676895259,-3.1123690708887857,True,33.0,False,10,9,False,,
7,522,12,True,True,0,3486.5050624543114,1262.9200439453125,2402.340087890625,123.91999816894531,-5195.5999755859375,23574.69970703125,5629.69970703125,108.50000381469727,-1804.4999694824219,5721.099853515625,0.0,0.6972010252623194,0.8826306060287763,2.046673227800473,76561198039309853,enpitsu,24.0,1210.97998046875,2200.840087890625,45.95000076293945,14415.30029296875,11908.00048828125,3228.0999755859375,6.600000262260437,9.300000071525574,2318.5000610351562,128.0,255.0,False,0.016984828151585276,0.8602027355364028,0.00035458481545138065,True,4,2,False,156.0,False,,bf81d8692db,games5425898691,19.0,-1753.030029296875,4075.60009765625,16.989999771118164,-22530.90087890625,1229.1999816894531,4.4999998807907104,1.0000000149011612,-0.09999999776482582,-126.99999809265137,255.0,128.0,0.009585953035763525,3.0720553579487064,0.0001254127516233372,True,31.0,False,10,10,False,,Duff On Ket,2535418108134538,6,171.1199951171875,484.3699951171875,17.010000228881836,992.0999908447266,18166.400146484375,1.899999976158142,0.0,0.3999999910593033,0.0,254.0,128.0,,0.009600279414012524,1.5162423686723188,-4.059689710071899e-05,True,8,False,6,24.0,False,,i_Lewis10_i,6027801658609308162,7.0,3275.280029296875,4763.2001953125,263.6000061035156,-12232.099609375,12130.999755859375,-1329.4000244140625,-192.00000762939453,186.20000839233398,-15.700000524520874,255.0,128.0,False,0.06384151596432319,2.3477003720382745,-1.536582424565729,True,176.0,False,12,12,False,,
8,810,13,False,False,0,5310.980448519478,123.5,-72.20999908447266,134.55999755859375,20014.69970703125,9643.300170898438,9240.599975585938,5350.4998779296875,2553.300018310547,-922.9000091552734,0.0,0.23988930706577505,-0.21243577012043965,0.39674198336083577,bf81d8692db,games5425898691,19.0,80.33000183105469,-264.69000244140625,80.33000183105469,-3041.6000366210938,22597.39990234375,2367.100067138672,-5459.000244140625,-666.8000030517578,-66.39999866485596,128.0,128.0,,0.6821041283140714,1.5820725518426266,-0.07327541169337905,True,4,3,False,0.0,False,,76561198039309853,enpitsu,24.0,21.270000457763672,-3579.6298828125,17.049999237060547,770.8999633789062,10339.100341796875,2.7000001072883606,-0.5000000074505806,-0.29999999329447746,0.0,255.0,255.0,0.01664494162122914,1.4963492224287465,2.902624145594527e-05,True,116.0,False,False,False,False,,Duff On Ket,2535418108134538,6,-83.22000122070312,1892.469970703125,17.010000228881836,-150.600004196167,-13741.800537109375,2.0999999344348907,0.0,0.7999999821186066,0.0,254.0,128.0,,0.009560193427253403,-1.5817751069733867,6.959245552737963e-05,False,False,False,False,116.0,False,,i_Lewis10_i,6027801658609308162,7.0,3.9100000858306885,47.33000183105469,100.19999694824219,12872.19970703125,-9053.800048828125,3921.099853515625,-4126.400146484375,361.19998931884766,3618.2000732421875,128.0,243.0,,0.0450196010549573,-1.0052414734137733,-0.7702061255429372,True,9.095019335387867,True,6,5,False,,False
9,887,16,True,True,0,3610.6980192441238,1509.4599609375,2447.25,141.77999877929688,-13613.499755859375,22238.60107421875,876.9999694824219,-234.50000762939453,-5952.39990234375,716.6000366210938,0.0,0.7172359112042974,1.0340104590324657,-0.5929627229803978,bf81d8692db,games5425898691,19.0,1489.6500244140625,2293.5,19.479999542236328,10452.2998046875,9358.900146484375,2958.9999389648438,8.100000023841858,6.299999952316284,713.7000274658203,255.0,255.0,,0.009580491283457133,0.6941651328884701,0.00027005189447317754,True,5,4,False,0.0,False,,76561198039309853,enpitsu,24.0,109.6500015258789,-38.95000076293945,17.049999237060547,842.9000091552734,14053.299560546875,2.8999999165534973,0.19999999552965164,5.799999833106995,537.7000045776367,255.0,128.0,0.016761529893579506,1.5020263569085723,0.00014096738805057763,True,177.0,False,False,False,False,,Duff On Ket,2535418108134538,7,2377.64990234375,2786.570068359375,251.5399932861328,9951.300048828125,15009.89990234375,1231.6000366210938,2697.39990234375,-2625.8999633789062,-262.5,254.0,128.0,,-0.5762626384382777,-2.2975820779640057,-2.7697905164642176,True,4,False,False,77.0,False,,i_Lewis10_i,6027801658609308162,6.0,3989.169921875,189.3699951171875,77.98999786376953,13816.500244140625,10367.099609375,1014.7000122070312,-4848.399963378906,-503.10001373291016,-2547.4000549316406,246.0,255.0,,-0.6453119828497696,0.8653387769701024,-0.18719571702578766,True,255.0,False,8,8,False,,False
