,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,170,0.0,False,False,0,5145.42011088498,36.59000015258789,79.80000305175781,146.7100067138672,-5705.9002685546875,2564.2001342773438,3803.0999755859375,-2197.7000427246094,2838.699951171875,4807.39990234375,0.0,0.15595617168040476,0.4716482752134385,-0.2572087576904224,b0bece63a4b,BasarDouble,20.0,43.68000030517578,-62.22999954223633,105.55000305175781,11816.199951171875,3809.2999267578125,1090.999984741211,2465.2000427246094,-40.50000190734863,4916.400146484375,255.0,0.0,,1.3213268989874096,2.3715187176225796,1.6054191225826593,True,3,False,4,0.0,False,,bcaef2d48fb,Pewoxxx,22.0,1852.3699951171875,-3048.429931640625,17.010000228881836,12373.399658203125,-6761.5997314453125,2.5999999046325684,-0.5000000074505806,0.5000000074505806,0.0,255.0,128.0,,0.009576893991897099,-0.500160693824065,6.497707701064452e-05,False,False,False,False,0.0,False,,enpitsu,76561198039309853,28.0,2.9100000858306885,3095.580078125,17.049999237060547,333.8999938964844,-15206.600341796875,3.1999999284744263,0.0,-4.099999964237213,-506.1000061035156,255.0,128.0,False,0.016784999554571144,-1.5735165057088298,5.897025848790246e-08,True,33.0,False,False,False,False,,games5425898691,bf81d8692db,19.0,137.4199981689453,265.1300048828125,85.94000244140625,-5473.699951171875,-22143.798828125,2351.1000061035156,5160.7000732421875,-1901.6000366210938,28.09999942779541,128.0,102.0,0.6381758395553062,-1.6218830609922392,0.18355206537096552,True,0.0,False,3,False,4,,
1,245,2.0,False,False,1,5042.728000235501,2331.169921875,305.80999755859375,114.0,-3381.6000366210938,18493.599853515625,4368.900146484375,2170.0999450683594,5575.0,-457.90000915527344,1.0,0.08258598915894595,2.0871833121343832,1.150180790978392,76561198039309853,enpitsu,27.0,2404.8798828125,128.5,15.789999961853027,-2504.1000366210938,12040.0,-156.70000076293945,-31.80000066757202,159.60000038146973,-374.50000762939453,255.0,128.0,False,-0.023680833310917953,1.298054081372808,-0.02215808917243239,True,False,False,False,59.0,False,,bf81d8692db,games5425898691,19.0,1115.010009765625,-31.260000228881836,17.010000228881836,12618.900146484375,-1409.7999572753906,2.7000001072883606,0.19999999552965164,0.3999999910593033,0.0,255.0,128.0,,-0.009513471654902966,-3.0303196334012843,-2.7347866685025295e-05,True,4,4,False,31.0,False,,Pewoxxx,bcaef2d48fb,21.0,-1409.949951171875,4556.81005859375,17.010000228881836,14004.49951171875,-407.59998321533203,2.5999999046325684,-0.5000000074505806,0.29999999329447746,0.0,255.0,128.0,False,-0.009545168835241136,-3.1124648558497,4.981429807933027e-05,True,255.0,False,False,False,False,,BasarDouble,b0bece63a4b,20.0,-3833.56005859375,-96.16999816894531,23.280000686645508,-18563.1005859375,-876.2999725341797,-2157.7999877929688,4123.800048828125,-2102.5,-1110.0,255.0,0.0,0.007369191645970507,0.12120590730683031,0.24953195328033267,True,255.0,False,6,False,6,,
2,300,4.0,False,False,1,1602.0118280397312,1757.3299560546875,3789.239990234375,97.20999908447266,13673.199462890625,12042.7001953125,-1049.1000366210938,-3139.5001220703125,4244.599914550781,105.29999732971191,1.0,0.16234510056660623,-0.47610965787965537,-0.024679712593229583,76561198039309853,enpitsu,28.0,1800.5899658203125,3656.89990234375,134.02999877929688,-1482.4000549316406,11963.499755859375,1702.7999877929688,2260.0999450683594,131.70000076293945,-3393.900146484375,255.0,0.0,,-0.8086782805047903,-1.9065342858357683,3.117409247957854,True,1,False,2,,False,,bf81d8692db,games5425898691,19.0,3672.919921875,157.55999755859375,17.010000228881836,7417.0001220703125,9391.300048828125,2.8999999165534973,0.19999999552965164,-0.09999999776482582,2336.1000061035156,255.0,255.0,,-0.009586930826955041,2.1779578518743903,2.8862780671184922e-06,True,4,4,False,255.0,False,,Pewoxxx,bcaef2d48fb,21.0,1629.43994140625,3774.300048828125,143.1999969482422,13939.100341796875,7306.9000244140625,539.3999862670898,-1204.000015258789,-765.6999969482422,5311.5997314453125,255.0,255.0,,-0.030537008655161645,2.8539449640309593,-1.4511002292637292,True,206.69260220117465,True,4,False,3,,BasarDouble,b0bece63a4b,17.0,-3692.6201171875,2585.389892578125,481.9800109863281,3468.699951171875,17874.3994140625,-2496.1000061035156,-54.80000019073486,319.0999984741211,1907.8999328613281,255.0,128.0,-0.12757697586373226,1.8913833321901246,1.4910220336851363,True,255.0,False,8,False,8,,
3,302,4.0,False,False,0,9076.654008609377,-1827.97998046875,-3888.679931640625,96.37999725341797,-12061.8994140625,-13417.2998046875,621.8000030517578,3332.3001098632812,-490.09998321533203,1220.5999755859375,0.0,-0.29484941925678554,0.3175234919890804,0.19949746014364128,bcaef2d48fb,Pewoxxx,21.0,-1725.7900390625,-3894.449951171875,141.02000427246094,-9582.999877929688,-14608.299560546875,-216.8000030517578,-2547.2999572753906,-3659.89990234375,3159.5001220703125,255.0,255.0,,0.1049533743740432,-2.2260274243152374,-1.134779637698627,True,4,False,4,200.46701946822546,True,,b0bece63a4b,BasarDouble,17.0,3672.35009765625,-2689.780029296875,466.1400146484375,-3478.900146484375,-17911.199951171875,-2880.10009765625,101.89999580383301,-262.99999237060547,1495.5999755859375,255.0,88.0,,0.13553528286610161,-1.7903895668243992,1.5062627845464294,True,8,8,False,255.0,False,,enpitsu,76561198039309853,28.0,-1794.1800537109375,-3736.0400390625,144.1199951171875,885.8999633789062,-11845.2001953125,1322.2999572753906,5159.000244140625,1241.9999694824219,-1446.1000061035156,255.0,0.0,,0.5384799459616867,1.7140725850900436,-3.0740442417425298,True,,False,2,False,1,,games5425898691,bf81d8692db,19.0,-3746.35009765625,-287.7799987792969,17.010000228881836,-4431.9000244140625,-11184.200439453125,2.8999999165534973,0.19999999552965164,0.09999999776482582,2354.9000549316406,255.0,255.0,0.009536295777053441,-1.8842880260668673,2.9961281679688966e-05,True,255.0,False,4,False,4,,
4,313,5.0,False,False,0,9629.085054339883,-2285.72998046875,-4388.27001953125,93.55000305175781,-11477.2998046875,-12593.00048828125,233.09999465942383,4712.099914550781,-2082.100067138672,1220.5999755859375,0.0,-0.9076532002583808,-0.26498858518803825,1.9422821871862406,bcaef2d48fb,Pewoxxx,21.0,-2093.590087890625,-4503.7099609375,83.66999816894531,-9186.900024414062,-15339.69970703125,-2728.699951171875,1167.699966430664,-1090.8000183105469,1094.4999694824219,128.0,128.0,,0.7290508955636108,-1.497648594483377,-0.5912818862233913,True,4,False,4,227.0,False,,b0bece63a4b,BasarDouble,17.0,3547.0400390625,-3335.780029296875,319.3500061035156,-3516.7001342773438,-18135.999755859375,-5268.599853515625,2016.300048828125,4176.099853515625,-83.4000015258789,255.0,128.0,,0.4244885468443601,-1.8871927592434263,1.091232314509926,True,8,8,False,255.0,False,,enpitsu,76561198039309853,28.0,-1762.010009765625,-4166.7099609375,149.30999755859375,872.6999664306641,-11698.499755859375,-914.4000244140625,3819.1000366210938,-991.8000030517578,13.200000524520874,255.0,0.0,,-1.4100388079874604,-1.8457593826214957,0.419351324568475,True,,False,2,False,2,,games5425898691,bf81d8692db,19.0,-3716.010009765625,-739.25,17.010000228881836,4814.2999267578125,-11441.99951171875,2.5999999046325684,0.19999999552965164,-0.5999999865889549,358.6000061035156,255.0,128.0,0.009554601993859936,-1.1336862948220923,-0.0002303151651010665,True,255.0,False,4,False,4,,
5,394,8.0,False,False,0,10045.572773518388,-3321.2900390625,-4608.41015625,254.9600067138672,-5356.300048828125,9379.89990234375,-7487.1002197265625,5972.1002197265625,249.79999542236328,520.9999847412109,0.0,-0.09964853300009625,0.07955620562459274,0.44693730799526354,bcaef2d48fb,Pewoxxx,20.0,-3247.340087890625,-4787.8798828125,302.3999938964844,-5656.099853515625,9080.399780273438,-13438.399658203125,-1440.8000183105469,-2626.9000244140625,-47.30000019073486,255.0,0.0,False,1.058250178986989,2.3538366094249934,1.5810016116506524,True,4,False,7,138.0,False,,b0bece63a4b,BasarDouble,17.0,-160.55999755859375,-5008.64013671875,17.020000457763672,-11325.30029296875,2472.2999572753906,1.4000000059604645,0.5999999865889549,0.19999999552965164,-25.59999942779541,131.0,128.0,,0.00966194130439821,2.9224950977947395,6.075374080818149e-05,True,8,8,False,255.0,False,,enpitsu,76561198039309853,28.0,-3033.72998046875,-3469.6201171875,17.059999465942383,-959.4000244140625,16343.399658203125,-3.3000001311302185,0.0,-0.7000000029802322,-7.699999809265137,255.0,128.0,,0.016783079357512606,1.628512799364145,4.171202044299258e-05,True,207.96829233887382,True,2,False,2,,games5425898691,bf81d8692db,19.0,-3693.25,-4346.47021484375,278.2099914550781,9206.300048828125,-8862.000122070312,-6682.0001220703125,1846.1000061035156,916.6000366210938,211.70000076293945,255.0,255.0,0.5101469238863865,-0.7768208274745834,-1.5562738208405495,True,184.89784934443813,True,4,False,4,,
6,397,8.0,False,False,1,2547.0298717689984,3364.830078125,4513.7099609375,172.3800048828125,-21607.900390625,1322.2000122070312,-2536.0000610351562,-2821.9000244140625,2361.300048828125,4739.200134277344,1.0,0.14582855739752423,-0.11162190640326765,1.0753910335817813,bf81d8692db,games5425898691,19.0,3538.89990234375,4464.75,147.5800018310547,-9102.60009765625,4362.900085449219,-9350.0,-2430.7000732421875,-166.70000076293945,4286.000061035156,255.0,201.0,,-0.652220631030119,0.3592438281400442,-1.0210383522835287,True,4,False,4,175.551466431669,True,,76561198039309853,enpitsu,28.0,3041.860107421875,3329.639892578125,17.059999465942383,990.5000305175781,-17168.800048828125,-3.3000001311302185,-0.0,0.7000000029802322,-2.0999999344348907,255.0,128.0,,-0.016783085876150784,-1.6281713599201997,3.884710508604894e-05,True,2,2,False,198.6219094261047,True,,Pewoxxx,bcaef2d48fb,20.0,3279.2099609375,4656.60009765625,88.2300033569336,-2759.5999145507812,-9008.300170898438,-10833.499755859375,-3415.4998779296875,4310.899963378906,16.59999966621399,255.0,128.0,False,-0.8611383203184462,-0.9988695677922729,0.15386649349046413,True,138.0,False,8,False,4,,BasarDouble,b0bece63a4b,17.0,255.77000427246094,4987.580078125,17.020000457763672,11552.099609375,-2572.0999145507812,1.4000000059604645,-0.7000000029802322,-0.3999999910593033,-6.200000047683716,255.0,128.0,-0.009607164248051693,-2.921420421794731,5.076477205314144e-05,True,255.0,False,8,False,8,,
7,399,8.0,False,False,0,9877.909520352074,-3228.169921875,-4458.64990234375,179.19000244140625,12266.700439453125,13577.2998046875,3725.4000854492188,3672.39990234375,3883.2000732421875,-2726.300048828125,0.0,-0.051193061033152444,0.05965248695556298,1.4014882003254987,bcaef2d48fb,Pewoxxx,20.0,-3271.1201171875,-4639.14013671875,73.66999816894531,5035.4998779296875,10457.19970703125,-8616.300048828125,3516.4999389648438,-4228.800048828125,-19.500000476837158,255.0,128.0,False,0.7618902340161895,0.9658419179124643,0.10560287390977888,True,4,False,9,138.0,False,,b0bece63a4b,BasarDouble,17.0,-343.5400085449219,-4967.97998046875,17.020000457763672,-11819.7998046875,2644.2001342773438,1.4000000059604645,0.7000000029802322,0.3999999910593033,-1.5999999642372131,255.0,128.0,,0.009607170366329033,2.921181599347147,4.961753295296071e-05,True,8,8,False,255.0,False,,enpitsu,76561198039309853,28.0,-3049.449951171875,-3197.780029296875,17.059999465942383,-1028.3999633789062,17911.300048828125,-3.3000001311302185,0.0,-0.7000000029802322,-0.5999999865889549,255.0,128.0,,0.016783087392177765,1.628082277009744,3.8099740728996284e-05,True,192.32427525263967,True,2,False,2,,games5425898691,bf81d8692db,19.0,-3447.7099609375,-4483.6298828125,79.04000091552734,11766.700439453125,-631.3000106811523,-7532.39990234375,4047.3001098632812,-2394.2999267578125,1661.6000366210938,255.0,255.0,0.569247372004374,0.03707946790955784,-0.509518921344117,True,176.0,False,4,False,4,,
8,471,11.0,False,False,0,6577.6156683688405,-346.2300109863281,-1414.5999755859375,116.58000183105469,946.9000244140625,11665.400390625,3948.0999755859375,-1570.7000732421875,4761.600036621094,1225.0,0.0,0.3824502534843971,-2.248641917000154,0.2215908461901068,bcaef2d48fb,Pewoxxx,20.0,-237.69000244140625,-1440.550048828125,16.579999923706055,3071.4999389648438,11777.39990234375,-529.5999908447266,432.7000045776367,509.90001678466797,2372.7000427246094,255.0,255.0,False,0.006736696956912034,1.4099036204499462,0.005044450097921361,True,4,False,10,80.0,False,,b0bece63a4b,BasarDouble,17.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,28.0,-2630.929931640625,2552.159912109375,17.059999465942383,8246.500244140625,21014.7998046875,1.899999976158142,0.0,-0.29999999329447746,-345.0,255.0,128.0,,0.016778612444941103,1.1663889987089828,0.00016621606554591834,True,153.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,59.790000915527344,-1453.489990234375,441.739990234375,14075.699462890625,11276.99951171875,2866.300048828125,-1702.4000549316406,-685.1000213623047,-1253.1999969482422,255.0,151.0,-0.9187711781231205,-2.2793530756801466,1.009711831384635,True,17.0,False,4,False,4,,
9,516,12.0,False,True,0,4491.077083251413,-114.9000015258789,717.3699951171875,172.0800018310547,2871.0000610351562,20922.2998046875,1009.3000030517578,2803.800048828125,149.89999771118164,1167.7999877929688,0.0,0.28854770650509826,-1.9084779727589645,-0.09641960092005804,bcaef2d48fb,Pewoxxx,20.0,-98.12000274658203,547.0900268554688,132.39999389648438,4144.800109863281,20162.7001953125,334.39998626708984,-5491.5997314453125,297.99999237060547,-54.40000057220459,255.0,128.0,False,0.7401116149476904,1.4988371201081292,-0.03455741339928564,True,5,False,12,15.0,False,,b0bece63a4b,BasarDouble,16.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,27.0,-429.32000732421875,4612.39013671875,17.059999465942383,3214.2999267578125,6091.5997314453125,1.899999976158142,-0.5000000074505806,-2.0999999344348907,-1532.2000122070312,0.0,255.0,False,0.016936267675422476,-1.7079655142353567,6.785154672882138e-05,True,153.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,2373.179931640625,431.0899963378906,47.290000915527344,12366.700439453125,10411.600341796875,-2214.7999572753906,-5136.500244140625,-351.50001525878906,-1934.2999267578125,255.0,0.0,-0.05777839544631719,1.6351100276854715,1.4570650094521906,True,17.0,False,4,False,4,,
