,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,170,0,False,False,0,5208.349563493398,10.59000015258789,11.15999984741211,185.9600067138672,-2957.60009765625,-4926.499938964844,13698.900146484375,-3317.0999145507812,2412.2000122070312,-598.6000061035156,0.0,-0.22432711737287914,0.05839922019664585,0.3034523159706823,76561198039309853,enpitsu,26.0,-0.7200000286102295,-81.66000366210938,89.05000305175781,7126.099853515625,3507.39990234375,126.30000114440918,197.99999237060547,-57.10000038146973,1577.4000549316406,255.0,128.0,,1.1178661702772303,1.0095739021603587,-0.29519468131053095,True,False,0.0,False,2,1,,bf81d8692db,games5425898691,19.0,2981.570068359375,-4066.530029296875,17.010000228881836,17093.800048828125,-1393.3999633789062,2.3000000417232513,-0.5999999865889549,0.09999999776482582,1873.800048828125,128.0,255.0,,0.009630954271086402,-0.020419648658507577,6.891481357206058e-05,True,False,False,False,255.0,False,50.0,Carmine10_10,b40137d616b,10,71.88999938964844,148.5,52.15999984741211,-9403.300170898438,-16770.899658203125,3603.900146484375,125.69999694824219,222.19999313354492,8.299999833106995,128.0,168.0,,0.009726998622164832,-2.0806184357146607,-0.004395361292287285,True,4,False,False,0.0,False,,xHRO_FlankenTod,7119617896992381358,10.0,-2703.389892578125,4063.1201171875,17.010000228881836,-14588.399658203125,1553.9999389648438,2.3999999463558197,0.7999999821186066,0.0,2593.5000610351562,255.0,255.0,True,0.00958521507330419,-3.1239232309346017,0.00019798191686627066,True,0.0,False,False,False,False,
1,284,4,False,False,1,8618.463410419205,-495.30999755859375,-3365.419921875,489.3599853515625,-27842.19970703125,9584.199829101562,-2068.6000061035156,-2482.2000122070312,-2667.5,4766.7999267578125,1.0,0.03290648270909233,-0.039004657447447515,-0.02525627516857377,7119617896992381358,xHRO_FlankenTod,10.0,-317.17999267578125,-3455.090087890625,397.05999755859375,-17222.80029296875,8258.099975585938,3897.60009765625,403.10001373291016,-474.00001525878906,512.400016784668,255.0,175.0,,0.8193220158487042,0.37396624286427516,-0.09132940002437537,True,False,223.68118707851693,True,4,False,,b40137d616b,Carmine10_10,10.0,108.0199966430664,-2249.97998046875,17.010000228881836,-366.3999938964844,-13661.99951171875,2.0999999344348907,-0.0,0.3999999910593033,-103.00000190734863,255.0,128.0,,-0.009570675276582313,-1.5320380054744673,8.158566719633097e-05,True,False,4,4,31.0,False,,enpitsu,76561198039309853,26,-2812.89990234375,1873.7900390625,17.049999237060547,-10870.899658203125,-4954.2999267578125,3.400000035762787,-0.0,-0.0,2396.0000610351562,255.0,255.0,,-0.016712778456327737,-0.4909907926637589,-5.228943672106422e-07,True,2,2,False,31.0,False,,games5425898691,bf81d8692db,19.0,-993.7100219726562,-2848.800048828125,100.62000274658203,16606.099853515625,-15802.80029296875,1872.7000427246094,-1294.7999572753906,-1643.6000061035156,-1913.8999938964844,255.0,0.0,,0.3741199110180056,-2.1069291016378164,0.05203963325828797,True,179.08243446452641,True,False,4,False,
2,383,7,False,False,0,4859.661643569395,1268.2099609375,788.8499755859375,97.30000305175781,-19971.600341796875,16945.30029296875,-1242.699966430664,-2315.0,-239.50000762939453,5530.2001953125,0.0,0.15874677031798376,-2.864363562737926,1.836542648206788,76561198039309853,enpitsu,26.0,1389.7099609375,581.0,48.880001068115234,-6403.900146484375,11488.699951171875,3293.0999755859375,-467.5,-222.90000915527344,-393.8999938964844,255.0,128.0,,0.029600685784458874,2.0157020003682073,0.0007583417423903568,True,False,0.0,False,4,3,,bf81d8692db,games5425898691,19.0,-1261.3900146484375,4157.56005859375,17.010000228881836,4124.700012207031,-5542.5,2.0000000298023224,0.19999999552965164,-0.7000000029802322,2.5,255.0,128.0,,0.009522578232174176,-0.9305121853928104,-6.598267171888617e-05,True,False,False,4,160.0,False,,Carmine10_10,b40137d616b,10,1095.93994140625,4997.18994140625,17.75,-12881.8994140625,-4046.4999389648438,-1066.3999938964844,-4058.2000732421875,-776.6000366210938,-232.80000686645508,255.0,128.0,,0.022079314263524323,-2.770201704574447,-0.09543440992921338,True,4,False,4,114.0,False,,xHRO_FlankenTod,7119617896992381358,10.0,1967.8800048828125,2790.159912109375,16.989999771118164,-15460.6005859375,885.1999664306641,4.4999998807907104,-0.29999999329447746,-0.19999999552965164,-839.8000335693359,255.0,60.0,,0.009577020809422571,3.0731121705248605,-0.00012832339192271703,True,39.0,False,False,4,False,
3,422,9,False,False,0,2219.5861616806014,-1255.8599853515625,2949.780029296875,94.73999786376953,1492.5,12350.699462890625,4673.599853515625,-3085.4000854492188,-2206.3999938964844,4648.800048828125,0.0,-0.4657719571295989,-1.0976194988874317,-3.0435314208546793,bf81d8692db,games5425898691,19.0,-1376.6199951171875,2915.530029296875,17.010000228881836,-3921.4999389648438,-4676.600036621094,2.0999999344348907,0.5999999865889549,-0.19999999552965164,-6.800000071525574,0.0,128.0,,0.009898652581097452,-2.270515399453314,1.8557082346378457e-05,True,False,160.0,False,4,False,,76561198039309853,enpitsu,26.0,203.99000549316406,2470.080078125,17.059999465942383,-12334.69970703125,8777.100219726562,5.600000023841858,3.400000035762787,3.4999999403953552,3040.4000854492188,255.0,255.0,False,0.017023202218530126,2.719816420743945,0.00016813826710138078,True,4,False,4,0.0,False,,Carmine10_10,b40137d616b,10,-1278.800048828125,3980.780029296875,17.0,-18212.5,-14046.400146484375,0.9000000357627869,-0.5999999865889549,-0.19999999552965164,129.60000038146973,255.0,128.0,,0.009607133218607995,-2.4700674094412958,-0.00010423818904717783,True,4,False,4,26.290142108035347,True,,xHRO_FlankenTod,7119617896992381358,10.0,-31.479999542236328,3468.580078125,16.989999771118164,-10795.30029296875,9899.500122070312,4.600000083446503,0.7999999821186066,-0.3999999910593033,-77.30000019073486,255.0,128.0,,0.009611793034224415,2.388915276583962,0.00011719883636841872,True,39.0,False,False,4,False,
4,459,10,False,False,1,9715.977302044976,1070.5,-4574.41015625,135.14999389648438,7031.099853515625,-5730.10009765625,2242.2999572753906,4031.199951171875,4083.699951171875,1752.5,1.0,0.9985931669703457,-1.4678371992443375,1.8570591202786215,7119617896992381358,xHRO_FlankenTod,10.0,962.8800048828125,-4610.18017578125,24.5,2517.5999450683594,-8210.599975585938,3042.60009765625,0.5999999865889549,1.4000000059604645,2229.1000366210938,128.0,255.0,,-0.009647798919839823,-1.9021592942123973,8.165171617047947e-05,True,False,39.0,False,5,False,,b40137d616b,Carmine10_10,10.0,3436.81005859375,-2693.1201171875,17.0,17719.89990234375,-8615.599975585938,3.4999999403953552,0.19999999552965164,-0.0,-2011.6000366210938,255.0,0.0,,-0.009577692179946237,-2.6118300379465813,-3.229460269037311e-05,True,False,4,4,12.0,False,,enpitsu,76561198039309853,26,885.0999755859375,-1300.3900146484375,17.059999465942383,7138.0999755859375,12051.400146484375,1.2999999523162842,3.700000047683716,6.499999761581421,-1125.2999877929688,255.0,128.0,False,-0.016746039038968295,2.1618382638800444,4.59828162812945e-05,True,4,4,False,0.0,False,,games5425898691,bf81d8692db,19.0,1367.6400146484375,-3043.469970703125,17.0,4812.200012207031,1616.6000366210938,3.400000035762787,-0.0,0.3999999910593033,-2164.7000122070312,255.0,0.0,,-0.009477738684524272,2.7707807140533887,-5.0154853891174844e-05,True,160.0,False,False,4,False,
5,509,12,False,False,0,1159.8172808679822,-2049.25,5016.75,248.02000427246094,14448.699951171875,8798.800048828125,6166.099853515625,2779.5001220703125,-2929.1000366210938,-4437.799987792969,0.0,-0.17756083963919836,-0.6162278054519981,-2.4150676379297025,bf81d8692db,games5425898691,19.0,-2173.070068359375,4852.509765625,150.69000244140625,-1299.6000671386719,12464.100341796875,96.70000076293945,1495.8000183105469,70.50000190734863,-2297.4000549316406,255.0,255.0,,-0.44154844603345517,1.3397448012866155,0.028074592684480856,True,False,121.0,False,6,False,,76561198039309853,enpitsu,26.0,-2973.93994140625,-114.4000015258789,17.059999465942383,-13505.30029296875,-3267.7999877929688,2.0000000298023224,-1.2999999523162842,-0.09999999776482582,-2605.7000732421875,255.0,0.0,True,0.01675446176362755,-3.035387101103527,-0.00022777192540366948,True,4,False,4,0.0,False,,Carmine10_10,b40137d616b,10,-2250.7900390625,4575.85009765625,17.010000228881836,13303.1005859375,9001.099853515625,2.0999999344348907,-1.8000000715255737,-1.2999999523162842,-153.29999923706055,255.0,35.0,,0.009589927268277704,0.6331387520992903,-0.00024758717130958676,True,4,False,4,0.0,False,,xHRO_FlankenTod,7119617896992381358,10.0,-1889.030029296875,4979.64990234375,146.52000427246094,-11505.899658203125,-1295.2000427246094,3056.6000366210938,359.7999954223633,-649.8999786376953,1064.4999694824219,255.0,188.0,,-0.10076441393036795,-2.9464476123621046,-0.4997103193330561,True,0.0,False,False,8,False,
6,510,12,False,False,1,10223.533344350279,2077.610107421875,-5015.02001953125,280.9800109863281,9818.099975585938,9508.800048828125,8573.200073242188,3906.0000610351562,-991.6000366210938,-4445.10009765625,1.0,0.17070295995274137,0.9209342551333222,-2.5573350062486906,7119617896992381358,xHRO_FlankenTod,10.0,1929.9000244140625,-4969.22998046875,155.36000061035156,13242.900390625,4838.399963378906,2424.2999267578125,-3704.2999267578125,-3154.5001220703125,-285.5999946594238,255.0,173.0,,0.1491662963213442,2.9128667809539,-0.584643722295869,True,False,0.0,False,8,3,,b40137d616b,Carmine10_10,10.0,2139.10009765625,-4649.18994140625,17.010000228881836,-13600.799560546875,-8451.900024414062,2.199999988079071,-1.1999999731779099,-0.7999999821186066,-1563.0999755859375,255.0,0.0,,-0.009587679759580997,-0.5416545143718923,-0.0003110077859904855,True,False,4,4,0.0,False,,enpitsu,76561198039309853,26,2973.93994140625,114.4000015258789,17.059999465942383,13505.30029296875,3267.7999877929688,2.0000000298023224,1.2999999523162842,0.09999999776482582,-2605.7000732421875,255.0,0.0,False,-0.01675446176362755,3.035387101103527,-0.00022777192540366948,True,4,4,False,0.0,False,,games5425898691,bf81d8692db,19.0,2183.669921875,-4927.68994140625,147.11000061035156,1762.7999877929688,-10568.00048828125,-956.2999725341797,-2763.3999633789062,-14.900000095367432,-4222.0001220703125,255.0,255.0,,0.5998245160648559,-1.0428322565801098,0.09976388520214076,True,121.0,False,False,6,False,
7,646,17,False,False,1,6928.337836921125,2651.06005859375,-1562.3599853515625,170.77999877929688,-4957.9998779296875,17600.400390625,2663.800048828125,-2505.2000427246094,-4202.5,188.99999618530273,1.0,0.5434799685706081,-0.4861279375785089,-1.9692672238461721,b40137d616b,Carmine10_10,10.0,2685.669921875,-1746.8199462890625,115.91000366210938,-2356.7999267578125,12006.8994140625,3669.1000366210938,3614.5001220703125,185.40000915527344,469.50000762939453,128.0,128.0,,0.2745927900260914,1.3863409887380973,-0.0041170730007296956,True,4,0.0,False,6,False,,7119617896992381358,xHRO_FlankenTod,10.0,3091.760009765625,-4259.18017578125,17.010000228881836,-11664.599609375,-2132.2000122070312,2.3000000417232513,3.100000023841858,0.19999999552965164,-833.0999755859375,255.0,0.0,False,-0.009516405224367563,-0.19117712777718626,-0.00016605294238824603,True,4,False,9,,False,,enpitsu,76561198039309853,26,2631.639892578125,1552.4200439453125,17.059999465942383,-8385.999755859375,6834.89990234375,1.1999999731779099,1.0999999940395355,-0.9000000357627869,-145.6999969482422,255.0,128.0,,-0.016703352374761147,0.7006661221225624,0.00017441006456738863,True,4,4,False,247.0,False,,games5425898691,bf81d8692db,19.0,209.2899932861328,283.9200134277344,16.989999771118164,-13615.0,18527.60009765625,4.399999976158142,-0.0,-0.09999999776482582,0.0,255.0,128.0,,-0.009590407177142216,0.9370610244315828,1.3487237923902004e-05,True,187.0,False,False,6,False,
8,695,19,False,False,0,6461.329888200632,-1825.1099853515625,-1254.1800537109375,100.4800033569336,-4907.9998779296875,18483.399658203125,974.3000030517578,-3690.4000854492188,-893.1999969482422,-376.19998931884766,0.0,0.9644935161138395,1.0442289876439346,1.4935578767366817,76561198039309853,enpitsu,26.0,-1772.5799560546875,-1435.4200439453125,94.93000030517578,-2309.2999267578125,11716.99951171875,2782.9000854492188,-3674.5999145507812,1601.3999938964844,-3765.8999633789062,255.0,0.0,False,0.18164730039277843,2.1454683048070198,0.05022886947304939,True,False,227.0,False,6,5,,bf81d8692db,games5425898691,19.0,1252.27001953125,-3568.2099609375,16.989999771118164,-11298.00048828125,-13191.300048828125,4.799999892711639,0.0,0.09999999776482582,-1964.9000549316406,255.0,0.0,,0.009594859528788736,-2.349521907936258,2.978271776175071e-05,True,False,False,6,187.0,False,,Carmine10_10,b40137d616b,10,-2205.929931640625,-416.57000732421875,17.0,3235.4000854492188,-12962.5,7.799999713897705,-5.799999833106995,2.5999999046325684,-1313.9999389648438,255.0,0.0,,0.009850878870527395,-1.325478560321534,-0.0001539249197517041,True,6,False,4,0.0,False,,xHRO_FlankenTod,7119617896992381358,10.0,-163.72000122070312,4545.7001953125,17.010000228881836,16071.199951171875,-3705.5999755859375,2.199999988079071,0.9000000357627869,-0.19999999552965164,-994.7000122070312,255.0,62.0,False,0.00960033743195423,-0.2469633247039013,-0.00013146800157156187,True,,False,False,10,6,
9,775,22,False,False,0,2921.820318371286,-2973.85009765625,3085.840087890625,93.13999938964844,-2920.4000854492188,11065.0,0.0,-5802.0001220703125,-1528.0000305175781,-27.999999523162842,0.0,-0.831783054323929,1.3503086446827,2.6010097336202143,76561198039309853,enpitsu,26.0,-3203.860107421875,3016.919921875,17.040000915527344,14659.000244140625,17289.300537109375,0.0,0.29999999329447746,0.29999999329447746,-1979.7999572753906,128.0,0.0,False,0.016778726487608444,0.797238719822134,-4.574042509177052e-05,True,False,110.0,False,6,6,,bf81d8692db,games5425898691,19.0,-1097.72998046875,-106.77999877929688,16.989999771118164,9506.599731445312,20756.201171875,4.4999998807907104,-0.09999999776482582,-0.5999999865889549,-12.400000095367432,255.0,128.0,,0.009598317400371368,1.1397027121958128,6.96890380708162e-05,True,False,False,6,100.0,False,,Carmine10_10,b40137d616b,11,-3564.47998046875,-4451.18017578125,165.61000061035156,-9762.5,5060.799865722656,7428.499755859375,-2888.599853515625,248.50000381469727,-1309.7999572753906,255.0,0.0,False,-0.6069393100627363,2.613522585447218,1.0860148405280878,True,8,4,4,255.0,False,,xHRO_FlankenTod,7119617896992381358,10.0,2639.260009765625,4982.31005859375,22.6299991607666,-16320.2001953125,5136.5997314453125,628.8000106811523,1433.0999755859375,858.0000305175781,434.3000030517578,255.0,128.0,False,-0.023074307513167573,2.8355256537918154,-0.20435956418293247,True,186.1220386335927,True,False,10,6,
